timestamp,hmd_pos_x,hmd_pos_y,hmd_pos_z,hmd_rot_w,hmd_rot_x,hmd_rot_y,hmd_rot_z,left_controller_pos_x,left_controller_pos_y,left_controller_pos_z,left_controller_rot_w,left_controller_rot_x,left_controller_rot_y,left_controller_rot_z,right_controller_pos_x,right_controller_pos_y,right_controller_pos_z,right_controller_rot_w,right_controller_rot_x,right_controller_rot_y,right_controller_rot_z
5075,1.18,160.05,-6.33,0.43,-0.1,0.84,0.31,-25.74,138.63,-1.12,0.44,-0.13,-0.12,-0.88,-32.05,146.83,-12.01,0.27,0.81,0.52,0.01
5089,1.22,160.08,-6.38,0.43,-0.1,0.84,0.31,-25.73,138.66,-1.09,0.44,-0.13,-0.12,-0.88,-32.1,146.92,-12.0,0.27,0.81,0.52,0.01
5104,1.26,160.12,-6.42,0.43,-0.1,0.84,0.31,-25.73,138.72,-1.07,0.44,-0.13,-0.12,-0.88,-32.14,147.01,-11.98,0.27,0.81,0.52,0.01
5117,1.29,160.15,-6.46,0.43,-0.1,0.84,0.31,-25.73,138.73,-1.05,0.44,-0.13,-0.12,-0.88,-32.16,147.1,-11.97,0.27,0.81,0.52,0.01
5129,1.32,160.17,-6.49,0.43,-0.1,0.84,0.31,-25.74,138.74,-1.0,0.44,-0.13,-0.13,-0.88,-32.16,147.19,-11.95,0.27,0.81,0.52,0.01
5142,1.35,160.2,-6.53,0.43,-0.1,0.84,0.31,-25.75,138.75,-0.96,0.44,-0.14,-0.13,-0.88,-32.16,147.28,-11.94,0.27,0.82,0.51,0.01
5157,1.38,160.23,-6.56,0.43,-0.1,0.84,0.31,-25.75,138.75,-0.91,0.44,-0.14,-0.13,-0.88,-32.16,147.37,-11.92,0.26,0.82,0.51,0.01
5168,1.4,160.25,-6.58,0.43,-0.1,0.84,0.31,-25.76,138.74,-0.87,0.43,-0.14,-0.13,-0.88,-32.16,147.43,-11.91,0.26,0.82,0.51,0.01
5180,1.43,160.27,-6.6,0.43,-0.09,0.84,0.31,-25.78,138.72,-0.81,0.43,-0.14,-0.13,-0.88,-32.15,147.49,-11.89,0.26,0.82,0.51,0.01
5195,1.46,160.3,-6.64,0.43,-0.09,0.84,0.31,-25.78,138.7,-0.76,0.43,-0.14,-0.13,-0.88,-32.15,147.57,-11.88,0.26,0.82,0.51,0.01
5207,1.48,160.31,-6.66,0.43,-0.09,0.85,0.31,-25.77,138.7,-0.73,0.43,-0.14,-0.13,-0.88,-32.14,147.63,-11.88,0.26,0.82,0.51,0.01
5220,1.5,160.33,-6.68,0.43,-0.09,0.85,0.31,-25.76,138.68,-0.7,0.43,-0.14,-0.13,-0.88,-32.13,147.68,-11.87,0.26,0.82,0.51,0.01
5233,1.53,160.35,-6.7,0.43,-0.09,0.85,0.31,-25.74,138.68,-0.66,0.44,-0.14,-0.13,-0.88,-32.11,147.73,-11.86,0.26,0.82,0.51,0.01
5244,1.55,160.36,-6.72,0.43,-0.09,0.85,0.31,-25.73,138.67,-0.64,0.44,-0.14,-0.13,-0.88,-32.1,147.78,-11.86,0.26,0.82,0.51,0.0
5258,1.57,160.37,-6.74,0.43,-0.09,0.85,0.31,-25.71,138.65,-0.6,0.44,-0.14,-0.13,-0.88,-32.08,147.82,-11.84,0.26,0.82,0.51,0.0
5270,1.58,160.39,-6.76,0.42,-0.09,0.85,0.31,-25.69,138.62,-0.56,0.44,-0.14,-0.13,-0.88,-32.07,147.85,-11.83,0.26,0.82,0.51,0.0
5283,1.61,160.4,-6.77,0.42,-0.09,0.85,0.31,-25.68,138.58,-0.54,0.44,-0.15,-0.13,-0.88,-32.07,147.86,-11.82,0.27,0.82,0.51,0.0
5296,1.62,160.41,-6.79,0.42,-0.09,0.85,0.31,-25.67,138.55,-0.5,0.44,-0.15,-0.13,-0.88,-32.06,147.86,-11.8,0.27,0.82,0.51,0.0
5307,1.64,160.42,-6.8,0.42,-0.09,0.85,0.31,-25.64,138.53,-0.47,0.44,-0.15,-0.14,-0.88,-32.06,147.85,-11.79,0.26,0.82,0.51,0.0
5321,1.66,160.43,-6.8,0.42,-0.09,0.85,0.31,-25.64,138.51,-0.42,0.44,-0.15,-0.14,-0.88,-32.06,147.82,-11.76,0.26,0.82,0.51,0.0
5333,1.67,160.44,-6.81,0.42,-0.09,0.85,0.31,-25.62,138.49,-0.39,0.44,-0.15,-0.14,-0.88,-32.07,147.78,-11.74,0.26,0.82,0.51,0.0
5346,1.7,160.45,-6.82,0.42,-0.09,0.85,0.31,-25.62,138.46,-0.35,0.44,-0.15,-0.14,-0.88,-32.08,147.74,-11.72,0.26,0.82,0.51,0.0
5361,1.72,160.45,-6.84,0.42,-0.09,0.85,0.31,-25.61,138.45,-0.31,0.44,-0.15,-0.14,-0.88,-32.09,147.68,-11.7,0.26,0.82,0.51,0.0
5374,1.75,160.46,-6.85,0.42,-0.09,0.85,0.3,-25.59,138.44,-0.27,0.44,-0.15,-0.14,-0.88,-32.1,147.64,-11.68,0.26,0.82,0.51,0.0
5388,1.77,160.47,-6.85,0.42,-0.09,0.85,0.3,-25.57,138.42,-0.23,0.44,-0.15,-0.14,-0.88,-32.1,147.59,-11.65,0.26,0.82,0.51,0.0
5401,1.8,160.48,-6.86,0.42,-0.09,0.85,0.3,-25.55,138.41,-0.19,0.44,-0.15,-0.14,-0.88,-32.12,147.53,-11.63,0.26,0.82,0.51,0.0
5413,1.82,160.48,-6.87,0.42,-0.09,0.85,0.3,-25.51,138.4,-0.17,0.44,-0.15,-0.14,-0.88,-32.12,147.47,-11.6,0.26,0.82,0.51,0.0
5428,1.85,160.49,-6.88,0.42,-0.08,0.85,0.3,-25.47,138.39,-0.15,0.44,-0.15,-0.14,-0.88,-32.12,147.4,-11.57,0.26,0.82,0.52,0.0
5441,1.87,160.51,-6.88,0.42,-0.08,0.85,0.3,-25.44,138.38,-0.12,0.44,-0.15,-0.14,-0.88,-32.12,147.35,-11.54,0.26,0.82,0.52,0.0
5455,1.9,160.52,-6.88,0.42,-0.08,0.85,0.3,-25.41,138.37,-0.1,0.44,-0.15,-0.14,-0.88,-32.11,147.3,-11.5,0.26,0.82,0.52,0.0
5471,1.93,160.53,-6.89,0.42,-0.08,0.85,0.3,-25.38,138.35,-0.07,0.44,-0.15,-0.14,-0.88,-32.09,147.25,-11.47,0.26,0.82,0.52,0.0
5485,1.95,160.54,-6.89,0.42,-0.08,0.85,0.3,-25.37,138.35,-0.02,0.44,-0.15,-0.14,-0.88,-32.07,147.22,-11.44,0.26,0.82,0.52,0.0
5498,1.97,160.55,-6.88,0.42,-0.08,0.85,0.3,-25.37,138.36,0.03,0.44,-0.15,-0.14,-0.88,-32.05,147.19,-11.41,0.26,0.82,0.52,0.0
5509,1.99,160.56,-6.89,0.42,-0.08,0.85,0.3,-25.35,138.35,0.07,0.44,-0.16,-0.14,-0.88,-32.04,147.16,-11.38,0.26,0.82,0.52,0.0
5523,2.01,160.57,-6.88,0.41,-0.08,0.85,0.3,-25.34,138.33,0.11,0.44,-0.16,-0.14,-0.88,-32.02,147.13,-11.36,0.26,0.82,0.52,0.0
5536,2.04,160.59,-6.89,0.41,-0.08,0.85,0.3,-25.32,138.32,0.14,0.44,-0.16,-0.14,-0.88,-32.01,147.1,-11.34,0.26,0.82,0.52,0.0
5551,2.07,160.6,-6.89,0.41,-0.08,0.85,0.3,-25.3,138.29,0.18,0.44,-0.16,-0.14,-0.87,-31.99,147.06,-11.31,0.26,0.81,0.52,0.0
5563,2.09,160.62,-6.88,0.41,-0.08,0.85,0.3,-25.28,138.27,0.21,0.44,-0.16,-0.14,-0.87,-31.97,147.04,-11.29,0.26,0.81,0.52,0.0
5576,2.11,160.63,-6.88,0.41,-0.08,0.86,0.3,-25.25,138.24,0.24,0.44,-0.16,-0.14,-0.87,-31.94,147.02,-11.26,0.26,0.81,0.52,0.0
5591,2.14,160.65,-6.88,0.41,-0.08,0.86,0.3,-25.22,138.21,0.28,0.44,-0.16,-0.14,-0.87,-31.91,147.0,-11.23,0.26,0.81,0.52,0.0
5605,2.17,160.66,-6.88,0.41,-0.08,0.86,0.3,-25.18,138.18,0.3,0.44,-0.16,-0.14,-0.87,-31.89,146.98,-11.2,0.26,0.81,0.52,0.0
5620,2.2,160.67,-6.88,0.41,-0.08,0.86,0.3,-25.15,138.14,0.34,0.44,-0.16,-0.14,-0.87,-31.86,146.96,-11.17,0.26,0.81,0.52,-0.0
5632,2.23,160.68,-6.88,0.41,-0.08,0.86,0.3,-25.12,138.11,0.36,0.44,-0.16,-0.14,-0.87,-31.83,146.93,-11.13,0.26,0.81,0.52,-0.0
5648,2.26,160.69,-6.88,0.41,-0.08,0.86,0.3,-25.08,138.09,0.39,0.44,-0.16,-0.14,-0.87,-31.79,146.89,-11.09,0.26,0.81,0.52,-0.0
5661,2.29,160.7,-6.88,0.41,-0.08,0.86,0.3,-25.05,138.06,0.41,0.44,-0.16,-0.14,-0.87,-31.76,146.87,-11.06,0.25,0.81,0.52,-0.0
5674,2.33,160.71,-6.88,0.41,-0.08,0.86,0.3,-25.02,138.03,0.43,0.44,-0.16,-0.14,-0.87,-31.73,146.83,-11.03,0.25,0.81,0.52,-0.0
5687,2.36,160.72,-6.89,0.41,-0.08,0.86,0.3,-24.99,138.02,0.46,0.44,-0.16,-0.14,-0.87,-31.7,146.8,-11.0,0.25,0.81,0.52,-0.0
5700,2.4,160.73,-6.89,0.41,-0.08,0.86,0.3,-24.96,137.99,0.47,0.44,-0.16,-0.14,-0.87,-31.68,146.76,-10.96,0.25,0.81,0.52,-0.0
5716,2.44,160.74,-6.89,0.41,-0.08,0.86,0.3,-24.91,137.97,0.49,0.44,-0.16,-0.14,-0.87,-31.64,146.73,-10.93,0.25,0.81,0.52,-0.0
5732,2.48,160.75,-6.89,0.41,-0.08,0.86,0.3,-24.87,137.96,0.51,0.44,-0.16,-0.14,-0.87,-31.59,146.69,-10.89,0.25,0.81,0.52,-0.0
5745,2.51,160.76,-6.89,0.41,-0.08,0.86,0.3,-24.84,137.94,0.52,0.44,-0.16,-0.14,-0.87,-31.56,146.66,-10.86,0.25,0.81,0.52,-0.0
5758,2.55,160.77,-6.89,0.41,-0.08,0.86,0.3,-24.8,137.93,0.54,0.44,-0.16,-0.14,-0.87,-31.51,146.64,-10.83,0.25,0.81,0.52,-0.0
5775,2.59,160.78,-6.88,0.41,-0.08,0.86,0.3,-24.76,137.92,0.56,0.44,-0.16,-0.14,-0.87,-31.46,146.62,-10.79,0.25,0.81,0.52,-0.0
5790,2.63,160.79,-6.88,0.41,-0.08,0.86,0.3,-24.71,137.91,0.57,0.44,-0.16,-0.14,-0.87,-31.41,146.6,-10.76,0.25,0.81,0.52,-0.0
5806,2.67,160.8,-6.88,0.41,-0.08,0.86,0.3,-24.65,137.89,0.57,0.44,-0.16,-0.14,-0.87,-31.37,146.58,-10.73,0.25,0.81,0.52,-0.0
5821,2.7,160.8,-6.89,0.41,-0.08,0.86,0.3,-24.59,137.9,0.57,0.44,-0.16,-0.14,-0.87,-31.33,146.57,-10.7,0.25,0.81,0.52,-0.0
5839,2.73,160.81,-6.89,0.41,-0.08,0.86,0.3,-24.53,137.9,0.56,0.44,-0.16,-0.14,-0.87,-31.29,146.55,-10.67,0.25,0.81,0.52,-0.0
5853,2.76,160.82,-6.89,0.41,-0.08,0.86,0.3,-24.49,137.91,0.57,0.44,-0.16,-0.14,-0.87,-31.26,146.55,-10.65,0.25,0.81,0.52,-0.0
5868,2.78,160.83,-6.89,0.41,-0.07,0.86,0.3,-24.44,137.9,0.57,0.44,-0.16,-0.14,-0.87,-31.21,146.54,-10.62,0.25,0.81,0.52,-0.01
5885,2.8,160.83,-6.9,0.41,-0.07,0.86,0.3,-24.38,137.9,0.59,0.44,-0.16,-0.14,-0.87,-31.17,146.54,-10.6,0.25,0.81,0.52,-0.01
5901,2.83,160.84,-6.9,0.41,-0.07,0.86,0.3,-24.33,137.89,0.6,0.44,-0.16,-0.14,-0.87,-31.13,146.52,-10.57,0.25,0.81,0.52,-0.01
5916,2.85,160.86,-6.9,0.41,-0.07,0.86,0.3,-24.28,137.88,0.62,0.44,-0.16,-0.14,-0.87,-31.09,146.51,-10.54,0.25,0.81,0.52,-0.01
5932,2.87,160.87,-6.9,0.41,-0.07,0.86,0.3,-24.22,137.87,0.63,0.44,-0.16,-0.15,-0.87,-31.06,146.49,-10.52,0.25,0.82,0.52,-0.01
5945,2.89,160.89,-6.9,0.41,-0.07,0.86,0.3,-24.18,137.86,0.65,0.44,-0.16,-0.15,-0.87,-31.03,146.47,-10.49,0.25,0.82,0.52,-0.01
5961,2.92,160.91,-6.89,0.41,-0.07,0.86,0.3,-24.12,137.85,0.67,0.44,-0.16,-0.15,-0.87,-30.99,146.45,-10.47,0.25,0.81,0.52,-0.01
5977,2.95,160.93,-6.88,0.41,-0.07,0.86,0.3,-24.06,137.83,0.68,0.44,-0.16,-0.15,-0.87,-30.95,146.43,-10.45,0.25,0.81,0.52,-0.01
5989,2.97,160.94,-6.87,0.41,-0.07,0.86,0.29,-24.02,137.82,0.69,0.44,-0.16,-0.15,-0.87,-30.93,146.41,-10.43,0.25,0.81,0.52,-0.01
6005,3.01,160.96,-6.86,0.41,-0.07,0.86,0.29,-23.96,137.81,0.71,0.44,-0.16,-0.15,-0.87,-30.92,146.37,-10.41,0.25,0.81,0.52,-0.01
6019,3.04,160.98,-6.86,0.41,-0.07,0.86,0.29,-23.93,137.79,0.73,0.44,-0.16,-0.15,-0.87,-30.91,146.33,-10.4,0.25,0.81,0.52,-0.01
6033,3.07,160.99,-6.85,0.41,-0.07,0.86,0.29,-23.92,137.78,0.75,0.43,-0.16,-0.15,-0.87,-30.91,146.3,-10.39,0.25,0.81,0.52,-0.01
6047,3.1,161.01,-6.84,0.41,-0.07,0.86,0.29,-23.94,137.8,0.78,0.43,-0.17,-0.15,-0.87,-30.91,146.26,-10.38,0.25,0.81,0.53,-0.01
6061,3.13,161.03,-6.83,0.41,-0.07,0.86,0.29,-24.03,137.85,0.79,0.42,-0.17,-0.15,-0.88,-30.92,146.22,-10.37,0.25,0.81,0.53,-0.01
6074,3.16,161.05,-6.82,0.41,-0.07,0.86,0.29,-24.15,137.92,0.8,0.42,-0.17,-0.15,-0.88,-30.93,146.18,-10.38,0.25,0.81,0.53,-0.01
6088,3.19,161.07,-6.81,0.41,-0.07,0.86,0.29,-24.37,138.08,0.82,0.4,-0.18,-0.15,-0.88,-30.95,146.13,-10.39,0.25,0.81,0.53,-0.01
6100,3.22,161.09,-6.8,0.41,-0.07,0.86,0.29,-24.62,138.27,0.85,0.39,-0.19,-0.15,-0.89,-30.97,146.09,-10.4,0.25,0.81,0.53,-0.01
6116,3.26,161.12,-6.79,0.4,-0.07,0.86,0.29,-24.99,138.62,0.89,0.37,-0.2,-0.14,-0.9,-31.01,146.06,-10.42,0.25,0.81,0.53,-0.01
6129,3.29,161.15,-6.78,0.4,-0.07,0.86,0.29,-25.32,138.97,0.91,0.35,-0.21,-0.13,-0.9,-31.05,146.03,-10.45,0.25,0.81,0.53,-0.01
6142,3.33,161.18,-6.77,0.4,-0.07,0.86,0.29,-25.65,139.44,0.92,0.33,-0.22,-0.12,-0.91,-31.09,146.02,-10.49,0.25,0.81,0.53,-0.01
6156,3.36,161.23,-6.75,0.4,-0.07,0.87,0.29,-25.92,139.98,0.9,0.31,-0.23,-0.1,-0.92,-31.14,146.0,-10.53,0.26,0.81,0.53,-0.01
6170,3.4,161.28,-6.74,0.4,-0.07,0.87,0.29,-26.12,140.6,0.89,0.3,-0.23,-0.09,-0.92,-31.19,145.98,-10.58,0.26,0.81,0.53,-0.01
6185,3.45,161.34,-6.73,0.4,-0.07,0.87,0.29,-26.26,141.29,0.84,0.28,-0.23,-0.07,-0.93,-31.25,145.96,-10.63,0.26,0.81,0.53,-0.01
6196,3.49,161.39,-6.73,0.4,-0.07,0.87,0.28,-26.3,141.83,0.85,0.27,-0.22,-0.06,-0.94,-31.29,145.94,-10.66,0.26,0.81,0.53,-0.01
6209,3.53,161.45,-6.73,0.4,-0.07,0.87,0.28,-26.34,142.42,0.89,0.26,-0.22,-0.05,-0.94,-31.33,145.92,-10.68,0.26,0.81,0.53,-0.01
6223,3.58,161.52,-6.73,0.4,-0.07,0.87,0.28,-26.4,143.04,0.97,0.24,-0.21,-0.04,-0.95,-31.37,145.9,-10.71,0.26,0.81,0.53,-0.01
6236,3.64,161.59,-6.73,0.4,-0.07,0.87,0.28,-26.5,143.64,1.15,0.23,-0.21,-0.04,-0.95,-31.42,145.88,-10.74,0.26,0.81,0.53,-0.01
6249,3.69,161.66,-6.74,0.4,-0.06,0.87,0.28,-26.67,144.14,1.36,0.21,-0.21,-0.03,-0.95,-31.46,145.86,-10.76,0.26,0.8,0.53,-0.01
6262,3.75,161.73,-6.74,0.4,-0.06,0.87,0.28,-26.86,144.61,1.61,0.2,-0.22,-0.03,-0.95,-31.5,145.84,-10.78,0.26,0.8,0.53,-0.0
6274,3.81,161.81,-6.75,0.4,-0.06,0.87,0.27,-27.05,145.06,1.89,0.19,-0.22,-0.02,-0.96,-31.53,145.81,-10.78,0.26,0.8,0.53,-0.0
6290,3.89,161.92,-6.76,0.4,-0.06,0.87,0.27,-27.32,145.58,2.27,0.19,-0.22,-0.02,-0.96,-31.56,145.79,-10.79,0.26,0.8,0.53,-0.0
6305,3.97,162.01,-6.77,0.4,-0.06,0.87,0.27,-27.56,146.03,2.62,0.18,-0.23,-0.01,-0.96,-31.56,145.77,-10.77,0.26,0.8,0.53,-0.0
6318,4.05,162.1,-6.79,0.4,-0.06,0.87,0.27,-27.8,146.45,2.96,0.17,-0.23,-0.01,-0.96,-31.56,145.77,-10.76,0.26,0.8,0.53,-0.0
6332,4.13,162.2,-6.8,0.4,-0.06,0.88,0.26,-28.03,146.88,3.32,0.16,-0.23,-0.01,-0.96,-31.54,145.76,-10.74,0.26,0.8,0.54,-0.0
6345,4.2,162.3,-6.81,0.4,-0.05,0.88,0.26,-28.24,147.26,3.66,0.16,-0.24,-0.0,-0.96,-31.52,145.77,-10.71,0.26,0.8,0.54,-0.01
6359,4.29,162.41,-6.82,0.4,-0.05,0.88,0.26,-28.51,147.67,4.06,0.15,-0.24,0.0,-0.96,-31.49,145.77,-10.67,0.26,0.8,0.54,-0.01
6372,4.36,162.51,-6.82,0.4,-0.05,0.88,0.26,-28.71,147.99,4.4,0.15,-0.24,0.01,-0.96,-31.46,145.77,-10.64,0.26,0.8,0.54,-0.01
6387,4.45,162.63,-6.83,0.4,-0.05,0.88,0.25,-29.0,148.32,4.84,0.15,-0.25,0.01,-0.96,-31.41,145.78,-10.61,0.26,0.8,0.54,-0.01
6401,4.54,162.75,-6.83,0.4,-0.05,0.88,0.25,-29.31,148.6,5.31,0.14,-0.26,0.01,-0.96,-31.37,145.79,-10.57,0.26,0.8,0.54,-0.01
6419,4.64,162.88,-6.84,0.39,-0.04,0.88,0.25,-29.67,148.92,5.83,0.14,-0.27,0.02,-0.95,-31.33,145.79,-10.55,0.26,0.8,0.54,-0.01
6432,4.72,162.99,-6.84,0.39,-0.04,0.89,0.24,-29.98,149.22,6.25,0.13,-0.28,0.02,-0.95,-31.29,145.8,-10.52,0.26,0.8,0.54,-0.01
6444,4.8,163.09,-6.84,0.39,-0.04,0.89,0.24,-30.29,149.54,6.62,0.13,-0.29,0.03,-0.95,-31.26,145.8,-10.5,0.26,0.8,0.54,-0.01
6461,4.89,163.22,-6.85,0.39,-0.04,0.89,0.24,-30.65,149.91,7.07,0.13,-0.3,0.04,-0.94,-31.21,145.81,-10.48,0.26,0.8,0.54,-0.01
6474,4.96,163.33,-6.85,0.39,-0.04,0.89,0.23,-30.92,150.18,7.42,0.13,-0.3,0.05,-0.94,-31.18,145.82,-10.46,0.26,0.8,0.54,-0.01
6487,5.03,163.44,-6.85,0.39,-0.04,0.89,0.23,-31.2,150.44,7.74,0.13,-0.31,0.06,-0.94,-31.15,145.83,-10.44,0.26,0.8,0.54,-0.01
6500,5.11,163.54,-6.86,0.39,-0.04,0.89,0.23,-31.48,150.69,8.07,0.13,-0.32,0.07,-0.94,-31.13,145.85,-10.42,0.26,0.8,0.54,-0.01
6512,5.19,163.64,-6.87,0.39,-0.04,0.89,0.22,-31.71,150.93,8.34,0.13,-0.32,0.07,-0.94,-31.12,145.86,-10.39,0.26,0.8,0.54,-0.01
6527,5.29,163.76,-6.89,0.39,-0.03,0.89,0.22,-31.98,151.23,8.63,0.12,-0.33,0.08,-0.93,-31.11,145.88,-10.35,0.26,0.8,0.54,-0.01
6540,5.38,163.86,-6.91,0.39,-0.03,0.9,0.22,-32.18,151.52,8.84,0.12,-0.33,0.09,-0.93,-31.1,145.9,-10.32,0.26,0.8,0.54,-0.01
6556,5.48,163.98,-6.94,0.38,-0.03,0.9,0.21,-32.39,151.88,9.08,0.11,-0.33,0.09,-0.93,-31.09,145.94,-10.28,0.26,0.8,0.54,-0.01
6567,5.56,164.08,-6.97,0.38,-0.03,0.9,0.21,-32.57,152.18,9.26,0.11,-0.33,0.1,-0.93,-31.08,145.99,-10.24,0.26,0.8,0.54,-0.02
6579,5.63,164.18,-6.99,0.38,-0.03,0.9,0.21,-32.74,152.43,9.46,0.11,-0.33,0.11,-0.93,-31.08,146.03,-10.2,0.27,0.8,0.54,-0.02
6595,5.72,164.29,-7.03,0.38,-0.03,0.9,0.2,-32.95,152.73,9.71,0.1,-0.33,0.12,-0.93,-31.08,146.09,-10.14,0.27,0.8,0.54,-0.02
6607,5.8,164.4,-7.06,0.38,-0.03,0.9,0.2,-33.17,152.98,9.94,0.1,-0.33,0.12,-0.93,-31.08,146.14,-10.08,0.27,0.8,0.54,-0.02
6621,5.86,164.5,-7.1,0.38,-0.03,0.9,0.2,-33.38,153.2,10.19,0.1,-0.33,0.13,-0.93,-31.08,146.18,-10.02,0.27,0.8,0.54,-0.02
6635,5.93,164.6,-7.15,0.38,-0.03,0.9,0.19,-33.6,153.44,10.45,0.1,-0.34,0.13,-0.93,-31.08,146.24,-9.95,0.27,0.8,0.54,-0.02
6648,5.98,164.71,-7.2,0.38,-0.03,0.9,0.19,-33.81,153.67,10.69,0.1,-0.34,0.14,-0.93,-31.08,146.3,-9.88,0.27,0.8,0.54,-0.02
6662,6.01,164.8,-7.26,0.38,-0.03,0.9,0.19,-33.98,153.87,10.92,0.1,-0.34,0.15,-0.92,-31.09,146.35,-9.8,0.27,0.8,0.54,-0.03
6676,6.04,164.9,-7.33,0.38,-0.03,0.9,0.18,-34.13,154.05,11.13,0.1,-0.34,0.15,-0.92,-31.12,146.41,-9.72,0.27,0.8,0.54,-0.03
6688,6.04,164.98,-7.41,0.39,-0.03,0.9,0.18,-34.27,154.23,11.35,0.1,-0.34,0.16,-0.92,-31.14,146.48,-9.65,0.27,0.79,0.54,-0.04
6705,6.03,165.08,-7.54,0.39,-0.03,0.9,0.18,-34.43,154.42,11.6,0.1,-0.34,0.16,-0.92,-31.19,146.56,-9.54,0.28,0.79,0.55,-0.04
6719,5.99,165.17,-7.68,0.39,-0.03,0.9,0.18,-34.56,154.57,11.83,0.11,-0.34,0.17,-0.92,-31.27,146.64,-9.46,0.28,0.78,0.56,-0.05
6734,5.92,165.26,-7.86,0.4,-0.03,0.9,0.17,-34.65,154.68,12.06,0.11,-0.34,0.17,-0.92,-31.36,146.73,-9.37,0.29,0.77,0.57,-0.06
6750,5.82,165.34,-8.1,0.41,-0.03,0.9,0.17,-34.75,154.77,12.3,0.11,-0.34,0.18,-0.91,-31.49,146.84,-9.3,0.29,0.75,0.59,-0.08
6766,5.69,165.42,-8.38,0.42,-0.03,0.89,0.17,-34.8,154.84,12.57,0.12,-0.34,0.19,-0.91,-31.7,146.97,-9.22,0.3,0.72,0.62,-0.1
6780,5.58,165.47,-8.64,0.43,-0.03,0.89,0.17,-34.8,154.89,12.76,0.14,-0.34,0.21,-0.91,-31.97,147.08,-9.2,0.31,0.69,0.64,-0.12
6795,5.44,165.53,-8.96,0.44,-0.04,0.88,0.17,-34.78,154.91,12.95,0.16,-0.33,0.23,-0.9,-32.34,147.18,-9.19,0.32,0.65,0.67,-0.14
6809,5.29,165.57,-9.32,0.45,-0.04,0.88,0.16,-34.67,154.94,13.1,0.19,-0.32,0.27,-0.89,-32.85,147.22,-9.23,0.34,0.62,0.69,-0.16
6825,5.13,165.6,-9.71,0.47,-0.04,0.87,0.16,-34.52,154.96,13.24,0.23,-0.3,0.31,-0.87,-33.46,147.2,-9.28,0.35,0.58,0.72,-0.18
6839,4.98,165.62,-10.08,0.48,-0.04,0.86,0.16,-34.3,154.97,13.37,0.27,-0.27,0.36,-0.85,-34.08,147.13,-9.35,0.36,0.54,0.73,-0.19
6853,4.82,165.64,-10.48,0.49,-0.05,0.86,0.16,-34.09,154.87,13.49,0.32,-0.25,0.41,-0.82,-34.77,147.01,-9.42,0.37,0.51,0.75,-0.2
6867,4.68,165.65,-10.86,0.5,-0.05,0.85,0.16,-33.9,154.69,13.62,0.36,-0.22,0.45,-0.79,-35.36,146.87,-9.51,0.38,0.47,0.76,-0.21
6881,4.54,165.66,-11.26,0.51,-0.05,0.84,0.16,-33.66,154.33,13.62,0.39,-0.2,0.48,-0.76,-35.95,146.69,-9.58,0.39,0.44,0.77,-0.22
6895,4.42,165.66,-11.58,0.52,-0.06,0.83,0.16,-33.44,153.92,13.54,0.41,-0.19,0.5,-0.74,-36.41,146.55,-9.64,0.4,0.42,0.78,-0.23
6907,4.31,165.66,-11.93,0.53,-0.06,0.83,0.16,-33.16,153.36,13.3,0.43,-0.18,0.5,-0.73,-36.85,146.36,-9.7,0.41,0.4,0.78,-0.23
6921,4.19,165.65,-12.26,0.54,-0.06,0.82,0.16,-32.79,152.76,12.89,0.45,-0.17,0.51,-0.72,-37.26,146.2,-9.75,0.42,0.39,0.79,-0.24
6936,4.07,165.64,-12.62,0.55,-0.07,0.81,0.16,-32.33,152.08,12.47,0.46,-0.16,0.51,-0.71,-37.72,146.0,-9.84,0.43,0.37,0.79,-0.24
6950,3.96,165.62,-12.92,0.56,-0.07,0.81,0.15,-31.94,151.45,12.1,0.46,-0.15,0.51,-0.71,-38.11,145.81,-9.9,0.44,0.35,0.79,-0.25
6962,3.88,165.61,-13.18,0.57,-0.07,0.8,0.15,-31.6,150.86,11.74,0.46,-0.14,0.51,-0.71,-38.38,145.67,-9.95,0.44,0.34,0.79,-0.25
6974,3.79,165.59,-13.43,0.58,-0.08,0.8,0.15,-31.24,150.29,11.34,0.47,-0.14,0.5,-0.71,-38.61,145.55,-10.0,0.45,0.32,0.79,-0.26
6986,3.7,165.55,-13.67,0.59,-0.08,0.79,0.15,-30.89,149.7,10.98,0.47,-0.14,0.5,-0.72,-38.82,145.44,-10.05,0.45,0.31,0.79,-0.26
6999,3.62,165.53,-13.87,0.59,-0.08,0.79,0.15,-30.57,149.13,10.62,0.47,-0.14,0.5,-0.72,-38.96,145.37,-10.13,0.46,0.3,0.79,-0.27
7012,3.55,165.5,-14.07,0.6,-0.09,0.78,0.15,-30.25,148.57,10.25,0.47,-0.13,0.49,-0.72,-39.11,145.27,-10.18,0.46,0.29,0.79,-0.27
7029,3.46,165.47,-14.3,0.6,-0.09,0.78,0.15,-29.88,147.87,9.83,0.47,-0.13,0.49,-0.72,-39.29,145.15,-10.21,0.47,0.28,0.79,-0.28
7045,3.38,165.43,-14.49,0.61,-0.09,0.77,0.15,-29.53,147.16,9.45,0.47,-0.13,0.49,-0.72,-39.44,145.03,-10.23,0.47,0.27,0.79,-0.28
7062,3.31,165.39,-14.65,0.61,-0.09,0.77,0.15,-29.3,146.6,9.16,0.47,-0.13,0.48,-0.73,-39.53,144.93,-10.21,0.48,0.26,0.79,-0.28
